Smiles,bond_target
[O:1]=[C:2]([c:3]1[cH:4][c:5]2[cH:6][c:7]([cH:8][cH:9][c:10]2[nH:11]1)[NH:12][S:13](=[O:14])(=[O:15])[CH3:16])[N:17]3[CH2:18][CH2:19][N:20]([c:21]4[n:22][cH:23][cH:24][cH:25][c:26]4[NH:27][CH:28]([CH3:29])[CH3:30])[CH2:31][CH2:32]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]([NH:12][CH2:13][CH3:14])[CH3:15],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][CH2:2][CH:3]=[C:4]([CH:5]=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10][C:11]1=[C:12]([CH3:13])[CH2:14][CH2:15][CH2:16][C:17]1([CH3:18])[CH3:19])[CH3:20])[CH3:21],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][cH:8][c:9]3[c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]4[c:16]([cH:17][c:18]23)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][c:4]2[n:5][c:6]([cH:7][cH:8][c:9]2[O:10][C:11]1([CH3:12])[CH3:13])[NH:14][c:15]3[n:16][c:17]([n:18][cH:19][c:20]3[F:21])[NH:22][c:23]4[cH:24][c:25]([O:26][CH3:27])[c:28]([O:29][CH3:30])[c:31]([O:32][CH3:33])[cH:34]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[n:3][c:4]([nH:5][c:6]2[c:7]([n:8][n:9]([c:10]12)[CH3:11])[CH2:12][CH2:13][CH3:14])-[c:15]3[cH:16][c:17]([cH:18][cH:19][c:20]3[O:21][CH2:22][CH2:23][CH3:24])[S:25](=[O:26])(=[O:27])[NH:28][CH2:29][CH2:30][CH:31]4[N:32]([CH3:33])[CH2:34][CH2:35][CH2:36]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]-2[c:6]([cH:7]1)[C:8](=[N:9][CH2:10][c:11]3[n:12][n:13][c:14]([n:15]23)[CH2:16][N:17]([CH3:18])[CH3:19])[c:20]4[cH:21][cH:22][cH:23][cH:24][cH:25]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[CH2:9][O:10][C:11]2([c:12]3[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]3)[CH2:19][CH2:20][CH2:21][N:22]([CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[CH:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][N:17]([CH:18]([CH3:19])[CH3:20])[CH:21]([CH3:22])[CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]2[S:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[N:14]([c:15]2[cH:16]1)[CH2:17][CH:18]([CH3:19])[CH2:20][N:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][cH:4][c:5]-2[n:6][c:7]3[cH:8][cH:9][c:10]([O:11][CH2:12][c:13]4[cH:14][cH:15][cH:16][cH:17][cH:18]4)[cH:19][c:20]3[o:21][c:22]2[cH:23]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2]([c:3]1[n:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH:10]([F:11])[F:12])[cH:13][c:14]2[nH:15]1)[CH2:16][c:17]3[n:18][cH:19][cH:20][c:21]([O:22][CH3:23])[c:24]3[O:25][CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([cH:7][c:8]1[C:9]([F:10])([F:11])[F:12])[N:13]2[C:14](=[O:15])[C:16]([N:17]([c:18]3[cH:19][cH:20][c:21]([C:22](=[O:23])[NH2:24])[c:25]([F:26])[cH:27]3)[C:28]2=[S:29])([CH3:30])[CH3:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][CH3:3],"[1, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][c:8]3[cH:9][cH:10][c:11]4[cH:12][cH:13][cH:14][c:15]5[cH:16][cH:17][c:18]2[c:19]3[c:20]45,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([C:6](=[CH:7]1)[CH2:8][CH2:9][CH:10]3[CH:11]4[CH2:12][CH2:13][C:14]([OH:15])([C:16](=[O:17])[CH2:18][OH:19])[C:20]4([CH3:21])[CH2:22][CH:23]([OH:24])[CH:25]23)[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][n:5][n:6]2[c:7]1[n:8][cH:9][cH:10][c:11]2-[c:12]3[cH:13][cH:14][cH:15][c:16]([cH:17]3)[N:18]([C:19](=[O:20])[CH3:21])[CH2:22][CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][C:4]1([C:5](=[O:6])[CH3:7])[C:8](=[CH2:9])[CH2:10][CH:11]2[CH:12]3[CH2:13][CH2:14][C:15]4=[CH:16][C:17](=[O:18])[CH2:19][CH2:20][CH:21]4[CH:22]3[CH2:23][CH2:24][C:25]12[CH3:26])[CH3:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH:6]2[N:7]([CH3:8])[CH:9]([CH2:10][CH2:11]2)[CH2:12]1)[c:13]3[cH:14][c:15]([Cl:16])[cH:17][c:18]4[c:19]3[O:20][C:21]([CH3:22])([CH3:23])[CH2:24]4,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([OH:4])[c:5]([o:6][c:7]2[cH:8][c:9]([OH:10])[cH:11][c:12]([OH:13])[c:14]12)-[c:15]3[cH:16][cH:17][c:18]([O:19][CH3:20])[c:21]([OH:22])[cH:23]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[n:1]1[cH:2][c:3]([c:4]([n:5][c:6]1[NH2:7])[NH2:8])[CH2:9][c:10]2[cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
[N:1]#[C:2][C:3]([c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13]1)([CH2:14][CH2:15][CH2:16][NH:17][CH3:18])[CH:19]([CH3:20])[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]2[nH:6][cH:7][c:8]([c:9]2[cH:10]1)[CH2:11][CH2:12][N:13]([CH:14]([CH3:15])[CH3:16])[CH:17]([CH3:18])[CH3:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]([CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][CH2:10]1)[CH:11]([OH:12])[c:13]2[cH:14][cH:15][c:16]3[O:17][CH2:18][CH2:19][O:20][c:21]3[cH:22]2)[CH2:23][CH2:24][CH2:25][CH2:26][CH:27]([OH:28])[CH2:29][CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[n:1]1[cH:2][cH:3][cH:4][c:5]([cH:6]1)[CH:7]2[N:8]([CH3:9])[CH2:10][CH2:11][CH2:12]2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][CH:5]2[CH:6]([O:7][CH:8]3[O:9][CH:10]4[CH2:11][O:12][CH:13]([O:14][CH:15]4[CH:16]([OH:17])[CH:18]3[OH:19])[c:20]5[s:21][cH:22][cH:23][cH:24]5)[c:25]6[cH:26][c:27]7[O:28][CH2:29][O:30][c:31]7[cH:32][c:33]6[CH:34]([c:35]8[cH:36][c:37]([O:38][CH3:39])[c:40]([OH:41])[c:42]([O:43][CH3:44])[cH:45]8)[CH:46]12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[O:2][C:3]23[CH:4]4[O:5][CH:6]([O:7][CH2:8][CH3:9])[CH:10]([CH3:11])[CH:12]2[CH2:13][CH2:14][CH:15]([CH3:16])[CH:17]3[CH2:18][CH2:19][CH2:20][C:21]1([O:22]4)[CH3:23],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([C:4](=[O:5])[NH:6][CH2:7][CH2:8][S:9](=[O:10])(=[O:11])[N:12]([CH3:13])[CH3:14])[CH2:15][CH2:16][Cl:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[S:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[CH:13]=[C:14]([O:15][CH2:16][CH2:17][N:18]([CH3:19])[CH3:20])[c:21]2[cH:22]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[S:3][CH:4]2[C:5](=[CH:6]1)[CH2:7][N:8]([CH2:9][CH2:10]2)[CH:11]([C:12](=[O:13])[CH:14]3[CH2:15][CH2:16]3)[c:17]4[cH:18][cH:19][cH:20][cH:21][c:22]4[F:23],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[c:4]1[cH:5][n:6](-[c:7]2[n:8][cH:9][cH:10][s:11]2)[c:12]3[n:13][c:14]([cH:15][cH:16][c:17]3[c:18]1=[O:19])[N:20]4[CH2:21][CH:22]([O:23][CH3:24])[CH:25]([NH:26][CH3:27])[CH2:28]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[C:5]([OH:6])([C:7](=[O:8])[O:9][CH3:10])[CH:11]2[N:12]([c:13]3[cH:14][c:15]([O:16][CH3:17])[c:18]([cH:19][c:20]3[C:21]24[CH2:22][CH2:23][N:24]5[CH2:25][CH:26]=[CH:27][C:28]1([CH2:29][CH3:30])[CH:31]45)[C:32]6([C:33](=[O:34])[O:35][CH3:36])[c:37]7[nH:38][c:39]8[cH:40][cH:41][cH:42][cH:43][c:44]8[c:45]7[CH2:46][CH2:47][N:48]9[CH2:49][CH:50]([CH2:51][C:52]([OH:53])([CH2:54]9)[CH2:55][CH3:56])[CH2:57]6)[CH3:58])[CH3:59],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[s:4][cH:5][cH:6][cH:7]1)[c:8]2[cH:9][n:10][n:11]3[c:12]2[n:13][cH:14][cH:15][c:16]3-[c:17]4[cH:18][cH:19][cH:20][c:21]([cH:22]4)[NH:23][CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][c:4]2[n:5][c:6]([NH:7][CH:8]([CH3:9])[CH3:10])[n:11]([c:12]2[cH:13][c:14]1[Cl:15])[CH:16]3[O:17][CH:18]([CH2:19][OH:20])[CH:21]([OH:22])[CH:23]3[OH:24],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7],"[0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([N:3]1[CH2:4][CH2:5][N:6]([c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH:13]3[O:14][C:15]([O:16][CH2:17]3)([c:18]4[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]4[Cl:25])[CH2:26][n:27]5[cH:28][n:29][cH:30][cH:31]5)[cH:32][cH:33]2)[CH2:34][CH2:35]1)[CH3:36],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[n:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[c:8]([c:9]3[cH:10][cH:11][c:12]4[cH:13][cH:14][cH:15][cH:16][c:17]4[c:18]13)[CH3:19],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[C:9](=[CH:10][CH2:11][CH2:12][N:13]([CH3:14])[CH3:15])[c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[CH2:22]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[C:4]([c:5]1[n:6][cH:7][cH:8][cH:9][cH:10]1)([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][N:19]([CH:20]([CH3:21])[CH3:22])[CH:23]([CH3:24])[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[c:11]([cH:12]1)[CH2:13][CH:14]2[CH2:15][O:16][c:17]3[cH:18][cH:19][c:20]([O:21][CH2:22][c:23]4[n:24][c:25]5[cH:26][c:27]([F:28])[c:29]([F:30])[cH:31][c:32]5[s:33]4)[cH:34][c:35]3[CH:36]2[OH:37])[C:38]([F:39])([F:40])[F:41],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]=[C:5]([CH:6]=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11][C:12]1=[C:13]([CH3:14])[CH2:15][CH2:16][CH2:17][C:18]1([CH3:19])[CH3:20])[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH2:8][CH3:9])[cH:10][cH:11][c:12]2[cH:13][cH:14]1,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[Cl:8])[CH:9]2[c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[CH:16]([NH:17][CH3:18])[CH2:19][CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH2:5][CH2:6][CH2:7][CH3:8],"[0, 0, 1, 1, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4](=[O:5])[n:6]([cH:7][c:8]1[F:9])[CH:10]2[O:11][CH2:12][CH2:13][CH2:14]2,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[P:2]1([O:3][CH2:4][CH2:5][CH2:6][N:7]1[CH2:8][CH2:9][Cl:10])[N:11]([CH2:12][CH2:13][Cl:14])[CH2:15][CH2:16][Cl:17],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH2:11][CH:12]1[OH:13])[CH:14]([CH2:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH:23]([OH:24])[CH2:25][N:26]4[CH2:27][CH2:28][N:29]([CH2:30][c:31]5[cH:32][n:33][cH:34][cH:35][cH:36]5)[CH2:37][CH:38]4[C:39](=[O:40])[NH:41][C:42]([CH3:43])([CH3:44])[CH3:45],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([cH:8][c:9]1[O:10][CH2:11][CH3:12])[CH2:13][C:14](=[O:15])[NH:16][CH:17]([c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[N:24]3[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]3)[CH2:30][CH:31]([CH3:32])[CH3:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[OH:1][c:2]1[cH:3][c:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]1[OH:12])[CH2:13][N:14]([CH3:15])[CH2:16][CH:17]=[CH:18][C:19]#[C:20][C:21]([CH3:22])([CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[O:8][CH:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH:16]3[O:17][CH2:18][CH2:19][NH:20][CH2:21]3)[CH2:22][CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]([c:4]1[c:5]([cH:6][cH:7][cH:8][c:9]1[CH2:10][CH3:11])[CH3:12])[CH:13]([CH3:14])[CH2:15][O:16][CH3:17])[CH2:18][Cl:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]([C:5](=[O:6])[NH:7][CH:8]([B:9]([OH:10])[OH:11])[CH2:12][CH:13]([CH3:14])[CH3:15])[CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]2[n:24][cH:25][cH:26][n:27][cH:28]2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[c:3]2[cH:4][cH:5][c:6]3[O:7][CH:8]([C:9](=[CH2:10])[CH3:11])[CH2:12][c:13]3[c:14]2[O:15][CH:16]4[CH2:17][O:18][c:19]5[cH:20][c:21]([O:22][CH3:23])[c:24]([O:25][CH3:26])[cH:27][c:28]5[CH:29]14,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]([CH2:5][CH3:6])[C:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH2:20][CH:21]([NH:22][CH3:23])[CH3:24])[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,"[1, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7](=[CH:8][CH2:9][CH2:10][N:11]([CH3:12])[CH3:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3[CH2:20][CH2:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[n:1]1[cH:2][cH:3][c:4]([O:5][CH2:6][CH2:7][CH2:8][O:9][CH3:10])[c:11]([c:12]1[CH2:13][S:14][c:15]2[n:16][c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]3[nH:23]2)[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH2:4][CH2:5][CH3:6])[CH2:7][CH2:8][CH3:9],"[0, 1, 1, 0, 0, 0, 0, 0]"
